0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 2907
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:42 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:41:50 -0700] "GET /storeWebPage/images/header.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 2906
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/css/login.css HTTP/1.1" 200 8339
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:39 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:45:40 -0700] "GET /storeWebPage/images/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:01 -0700] "GET /storeWebPage/images/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:02 -0700] "GET /storeWebPage/index.html HTTP/1.1" 200 7927
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:05 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:10 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:47:15 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
